utt,spk,asr,cond,cer,hyp
p04_u76,p04,whisper-small,ce10_notch,0.4762,"2019년 8월 7시 이후 2년 8개월 만인 5월 12일 무적 발행액 2,570억 원을 발성했다"
p04_u76,p04,whisper-small,taps_lpf4k,0.5397,2019년 8월 72후 2년 8개월 만인 5월 12일 구적발행액 2570억 원을 달성했다.
p04_u76,p04,whisper-small,ce10_lpf4k,0.5397,"2019년 8월 72일 2년 8개월 만인 5월 12일 무적발행액 2,570억 원을 달성했다"
p04_u76,p04,whisper-small,hyb_tapsLow_ceHigh,0.4921,2019년 8월 출시 이후 2년 8개월 말인 5월 12일 구적발행액 2570억 원을 달성했다.
p04_u76,p04,whisper-small,hyb_ceLow_tapsHigh,0.4762,"2019년 8월 7시 이후 6년 8개월 만인 5월 12일 무적 발행액 2,570억 원을 발성했다"
p04_u77,p04,mms-1b-all,no_se,0.4630,이는 난의 구월 처목 백거원 달성여 불값 할개할 만에 천목관 이상의 가행되이 것이다
p04_u77,p04,mms-1b-all,taps,0.4074,우는 지난의 구월 처목 백고원 달성에 이여 불과 팔결을 만에 처호건 이강 바행견 것다
p04_u77,p04,mms-1b-all,enc5,0.3889,이는 지난의 그월 천우에고원 달성에 이요 불과 팔결 만에 천호건 이강 바행견 것다
p04_u77,p04,mms-1b-all,ce0,0.3148,우는 지난의 구월 처옷 백고원 달성에 이여 불과 팔결월 만에 천호건 이상 발행된 것다
p04_u77,p04,mms-1b-all,ce10,0.4074,우는 지난에 구월 천호 백고원 달성의 우여 불과 팔교 만에 천호건 이상을 바행쟁 것다
p04_u77,p04,xlsr-korean,no_se,0.4259,그는 지난해 구 월 총월백여견 탈동을 우려 불 팔류  만에 팔 억원 이상 가행동 을왔다
p04_u77,p04,xlsr-korean,taps,0.1852,우는 지난해 구 월 천 오백 억원 달성에 이어 불과 팔 년 만에 천 억원이당 가행된 왔다
p04_u77,p04,xlsr-korean,enc5,0.1852,이는 지난해 구 월 천 오백 억원 달상에 이어 불과 팔 려 만에 천 억원이당 가행된 같다
p04_u77,p04,xlsr-korean,ce0,0.1296,그는 지난해 구 월 천 오백 억원 달성에 이어 불과 팔 년 만에 천 억 원 이상 가행된 았다
p04_u77,p04,xlsr-korean,ce10,0.2407,그는 지난해 구 월 천 오백 거원한 발성을 이어 불과 팔결 만에 천 억원 이상 발영된 았다
p04_u77,p04,whisper-small,taps,0.3519,"우는 지난해 9월 1,500억 원 달성에 이어 불과 8개월 만에 1,500억 원 이강 발행된 것 같다."
p04_u77,p04,whisper-small,ce10,0.2593,"이는 지난해 9월 1,500억 원 달성에 이어 불과 8개월 만에 1,000억 원 이상 발행된 것이다"
p04_u77,p04,whisper-small,taps_notch,0.3333,"우는 지난해 9월 1,500억 원 달성에 이어 불과 8개월 만에 1,500억 원 이강 발행된 것 같다"
p04_u77,p04,whisper-small,ce10_notch,0.2593,"이는 지난해 9월 1,500억 원 달성에 이어 불과 8개월 만에 1,000억 원 이상 발행된 것이다"
p04_u77,p04,whisper-small,taps_lpf4k,0.3333,"우는 지난해 9월 1,500억 원 달성에 이어 불과 8개월 만에 1,500억 원 이강 발행된 것 같다"
p04_u77,p04,whisper-small,ce10_lpf4k,0.2593,"이는 지난해 9월 1,500억 원 달성에 이어 불과 8개월 만에 1,000억 원 이상 발행된 것이다"
p04_u77,p04,whisper-small,hyb_tapsLow_ceHigh,0.3333,"우는 지난해 9월 1,500억 원 달성에 이어 불과 8개월 만에 1,500억 원 이상 발행된 것 같다."
p04_u77,p04,whisper-small,hyb_ceLow_tapsHigh,0.2963,"이는 지난해 9월 1,500억 원 달성에 이어 불과 8개월 만에 1,000억 원 이상 발행된 것 같다"
p04_u78,p04,mms-1b-all,no_se,0.5200,자윗자도 울래들어 매울의 대자명 수칭가 하는서 총 가입자신을 심만 수천 량을 수뿌르고 있다
p04_u78,p04,mms-1b-all,taps,0.3600,다윗자도 오래들어 매일 배겨명식 증가 하면성 총가입자스는 심만 9천0 명을 꾸돌고 있다
p04_u78,p04,mms-1b-all,enc5,0.4400,다윗자도 오래들어 매일 배겨명 시친가 하면성 총가이자스는 심 9천0 명을 우돌고 있다
p04_u78,p04,mms-1b-all,ce0,0.3800,가윗자도 오래들어 매일 배겨명 십친가 하면성 총가입자스는 심만 9천0 명을 우돌고 있다
p04_u78,p04,mms-1b-all,ce10,0.4000,가윗자도 오래들어 매일 배겨 명식 중가 하면 성 총 가입자스는 심만 9천 명을 꾸둘고 있다
p04_u78,p04,xlsr-korean,no_se,0.5600,가국 문해 들어 매일 발견내 응하면서 통임과 는 끈만 우편가 깃발이도 다
p04_u78,p04,xlsr-korean,taps,0.1800,다입자도 올해 들어 매일 백 여 명씩 증가하면서 송가입 자세는 십 만 구천량을 무돌고 있다
p04_u78,p04,xlsr-korean,enc5,0.1600,가입자도 올해 들어 매일 백 여 명직 증가하면서 총가입 자세는 십 만 구천량을 우돌고 있다
p04_u78,p04,xlsr-korean,ce0,0.1600,가입자도 올해 들어 매일 백 여 명시 증가하면서 송가입 자세는 십 만 구천명을 모돌고 있다
p04_u78,p04,xlsr-korean,ce10,0.1800,가입자도 올해 들어 매일 백 여명서 분가하면서 송가입 자세는 십만 구천 명을 못들고 있다
p04_u78,p04,whisper-small,taps,0.1800,다입자도 올해 들어 매일 100여 명씩 증가하면서 총 가입자 수는 10만 9천 명을 웃돌고 있다
p04_u78,p04,whisper-small,ce10,0.2400,다입자도 올해 들어 매일 100여 명 중과하면서 총 가입자 수는 10만 9천 명을 웃돌고 있다
p04_u78,p04,whisper-small,taps_notch,0.2000,다했자도 올해 들어 매일 100여 명씩 증가하면서 총 가입자 수는 10만 9천 명을 웃돌고 있다
p04_u78,p04,whisper-small,ce10_notch,0.3200,바입자도 오래들어 매일 100여 명 중과하면서 총 가입자 수는 10만 9천 명을 뚫돌고 있다
p04_u78,p04,whisper-small,taps_lpf4k,0.1800,다입자도 올해 들어 매일 100여 명씩 증가하면서 총 가입자 수는 10만 9천 명을 웃돌고 있다
p04_u78,p04,whisper-small,ce10_lpf4k,0.1800,다입자도 올해 들어 매일 대겸 명식 증가하면서 총 가입자 수는 10만 9천 명을 웃돌고 있다
p04_u78,p04,whisper-small,hyb_tapsLow_ceHigh,0.2000,다입자도 올해 들어 매일 100여 명씩 증가하면서 총 가입자 수는 10만 9천 명을 웃돌고 있다.
p04_u78,p04,whisper-small,hyb_ceLow_tapsHigh,0.2000,가입자도 올해 들어 매일 100여 명씩 증가하면서 총 가입자 수는 10만 9천 명을 못 돌고 있다
p04_u79,p04,mms-1b-all,no_se,0.5556,후탕 군인 자행없자부 끝준의 가행이절을 읽력하면서 자편을 자역개를 놓었하며 의전한 신가세려 버이고 있다
p04_u79,p04,mms-1b-all,taps,0.2593,부상공인 자형 없자도 꾸중의 감맹점에 등록하면서 자천 4백게를 넘어서며 꾸전한 중가세를 보이고 있다
p04_u79,p04,mms-1b-all,enc5,0.2222,소상공인 자행업자도 꾸준의 감맹점에 등독하면서 자천 4백개를 넘어서며 교전한 중가셔를 보이고 있다
p04_u79,p04,mms-1b-all,ce0,0.2407,부상공인 자형없자도 꾸중의 가맹점에 등독하면서 자천 4백개를 넘어서며 꾸전한 중가세를 보이고 없다
p04_u79,p04,mms-1b-all,ce10,0.2593,후상공인 자형없자도 꾸준의 감맹점매 능목하면서 자천 4백개를 넘어서며 꾸존한 증가셔를 보이고 있다
p04_u79,p04,xlsr-korean,no_se,0.6296,재팡군는 다임없다도 꾸리 관행반을 행력관면서 변 반해교를 넘거자며 무어한  뿐이가 교육보이고 있다
p04_u79,p04,xlsr-korean,taps,0.1852,부상공인 자영업자도 꾸은히 가행점에 농속하면서 사천 사를 개를 넘어으며 꾸은한 순가세를 보이고 있다
p04_u79,p04,xlsr-korean,enc5,0.2222,부상공인 자영없자도 꾸은히 감맹점에 행복하면서 사천 사백 개를 넘어자며 끄은한 준가체를 보이고 있다
p04_u79,p04,xlsr-korean,ce0,0.2407,부상공인 자영업자도 꾸은이 가맹점에 공덕하면서 다천 사를 개를 넘어자며 고존한 친가세를 보이고 없다
p04_u79,p04,xlsr-korean,ce10,0.2222,보상공인 자영업다도 꾸은히 가맹점을 응복하면서 다천 사백 개를 넘어서며 끊은한 분가사를 보이고 있다
p04_u79,p04,whisper-small,taps,0.2407,"포상공인 자영업자도 꾸준히 가맹점에 등록하면서 4,400개를 넘어선 꾸준한 중과세를 보이고 있다."
p04_u79,p04,whisper-small,ce10,0.1852,"수상공인 자영업자도 꾸준히 가맹점에 등록하면서 4,400개를 넘어서면 꾸준한 중가세를 보이고 있다"
p04_u79,p04,whisper-small,taps_notch,0.2593,"포상공인 자영업자도 꾸준히 가맹점에 등록하면서 4,400개를 넘어선 꾸준한 중과제를 보이고 있다."
p04_u79,p04,whisper-small,ce10_notch,0.1852,후상공인 자영업자도 꾸준히 가맹점에 등록하면서 4400개를 넘어서면 꾸준한 중가세를 보이고 있다
p04_u79,p04,whisper-small,taps_lpf4k,0.2222,"포상공인, 자영업자도 꾸준히 가맹점에 등록하면서 4,400개를 넘어서며 꾸준한 중과세를 보이고 있다."
p04_u79,p04,whisper-small,ce10_lpf4k,0.1667,"후상공인 자영업자도 꾸준히 가맹점에 등록하면서 4,400개를 넘어서면 꾸준한 증가세를 보이고 있다"
p04_u79,p04,whisper-small,hyb_tapsLow_ceHigh,0.2593,"부상공인 자영업자도 꾸준히 가맹점에 등록하면서 4,400개를 넘어선 꾸준한 중과제를 보이고 있다."
p04_u79,p04,whisper-small,hyb_ceLow_tapsHigh,0.1667,"후상공인 자영업자도 꾸준히 가맹점에 등록하면서 4,400개를 넘어서면 꾸준한 증가세를 보이고 있다"
p04_u80,p04,mms-1b-all,no_se,0.5200,새근에는 특접 배 다명잡을 두분가기 행가하면서 은후 종혼사지 아및 유홍자들을 큰 홍을 얻고 있다
p04_u80,p04,mms-1b-all,taps,0.3400,책군내는 택지 없대에 가맹점 등록이 증가 한는서 은수 종하지 아및 미용자들의 큰 호을 얻고 있다
p04_u80,p04,mms-1b-all,enc5,0.2200,책근에는 택시없개에 감맹점 등록이 징가하면서 은수 종사지 아및 이용자들의 큰 홍을 얻고 있다
p04_u80,p04,mms-1b-all,ce0,0.3000,책군내는 택지없대에 감맹점 등록이 짐가 하면서 은수 종사지 아및 이용자들을 큰 호을 얻고 있다
p04_u80,p04,mms-1b-all,ce10,0.3000,최근에는 특지없게 감명점 등록이 중가하면서 은수 종파지아및 용자들의 큰 호행을 얻고 있다
p04_u80,p04,xlsr-korean,no_se,0.4800,최근에는 택기업계 가양위감 행을 핑과 하면서 윤수수는  고명정이이 큰 소위을 거고 있다
p04_u80,p04,xlsr-korean,taps,0.1200,최근에는 택제업계 가맹점 등록이 증가하면서 문수동사자 및 이용자들을 큰 호을 얻고 있다
p04_u80,p04,xlsr-korean,enc5,0.1400,최근에는 택제업계 가행점 등록이 증가하면서 온수동사자 및 이용자들이 큰 호임을 얻고 있다
p04_u80,p04,xlsr-korean,ce0,0.1600,최근에는 택지업계 가행점 등록이 증가하면서 문수총사자 및 이용자들을 큰 움을 얻고 있다
p04_u80,p04,xlsr-korean,ce10,0.2800,최근에는 폭폐배 가맹점 등록이 순가 하면서 문소송파자 및 인용자들을 큰 호인을 얻고 있다
p04_u80,p04,whisper-small,taps,0.1800,최근에는 택지 업계의 가맹점 등록이 증가하면서 운수 좋은 사장 이용자들의 큰 호응을 얻고 있다.
p04_u80,p04,whisper-small,ce10,0.0800,최근에는 택시업계 가명점 등록이 증가하면서 운수 종파자 및 이용자들의 큰 호응을 얻고 있다
p04_u80,p04,whisper-small,taps_notch,0.1600,최근에는 택지업계 감행점 등록이 증가하면서 운수종사장 이용자들의 큰 호응을 얻고 있다.
p04_u80,p04,whisper-small,ce10_notch,0.1600,최근에는 택시업계 감영점 등록이 중간에서 운수 종사자 및 이용자들의 큰 호응을 얻고 있다
p04_u80,p04,whisper-small,taps_lpf4k,0.1000,최근에는 택지 업계의 가맹점 등록이 증가하면서 운수 종사자 및 이용자들의 큰 호응을 얻고 있다.
p04_u80,p04,whisper-small,ce10_lpf4k,0.1400,최근에는 택시업계 감영점 등록이 증가하면서 운수 소홍타자 및 이용자들의 큰 호응을 얻고 있다
p04_u80,p04,whisper-small,hyb_tapsLow_ceHigh,0.1000,최근에는 택지업계 감행점 등록이 증가하면서 운수종사자 및 이용자들의 큰 호응을 얻고 있다.
p04_u80,p04,whisper-small,hyb_ceLow_tapsHigh,0.1400,최근에는 특지 없게 가명점 등록이 증가하면서 운수 종사자 및 이용자들의 큰 호응을 얻고 있다
p04_u81,p04,mms-1b-all,no_se,0.5349,특스 공두표의 회잔 유을 그스 8프로에 달라면서 귀학장의 천손하을 끌것있다
p04_u81,p04,mms-1b-all,taps,0.3721,특히 봉급패의 회전 류이 98프로에 달라면서 지역 경제 선손하을 끌고 없다
p04_u81,p04,mms-1b-all,enc5,0.3488,특히 공급회의 해전 유이 그8프로에 달라면서 지역 경계 선순하을 끌고 있다
p04_u81,p04,mms-1b-all,ce0,0.4186,특히 본급회의 해전 유이 98프로에 따라면서 지역 경제 선후하을 끌고 없다
p04_u81,p04,mms-1b-all,ce10,0.3023,특히 공주배일 회전 유이 그8프로에 달라면서 지역 경제 선손하을 끌고 있다
p04_u81,p04,xlsr-korean,no_se,0.5116,주 농급별 해변률이  팔코도에 달하면서 유력장백 건순안을 발고 있다
p04_u81,p04,xlsr-korean,taps,0.1395,특히 공급페의 회자률이 구십 팔 프로에 달하면서 지역경제 삼선환을 이끌고 있다
p04_u81,p04,xlsr-korean,enc5,0.1628,특히 공급회의 회장율이 구십 팔 프로에 달하면서 지역경제 삼소년을 이끌고 있다
p04_u81,p04,xlsr-korean,ce0,0.1628,특히 광소페 회장률이 구십 팔 프로에 달하면서 지역경제 선순년을 끌고 있다
p04_u81,p04,xlsr-korean,ce10,0.2791,특히 본쇼폰인 회단률이 구십 팔 프론에 달하면서 유력경색 선순하는 이끌고 있다
p04_u81,p04,whisper-small,taps,0.2791,특히 공구페이 회전율이 98%에 달하면서 지역 경계 선순안을 이끌고 있다.
p04_u81,p04,whisper-small,ce10,0.3488,특히 봉쥬페이 회장률이 98%에 달하면서 지역 경제 선선안을 끌고 있다
p04_u81,p04,whisper-small,taps_notch,0.3023,특히 공구페이 회전율이 98%에 달하면서 지역 경제 단순화를 이끌고 있다.
p04_u81,p04,whisper-small,ce10_notch,0.3023,특히 봉주페이 회전율이 98%에 달하면서 지역 경제 선선화를 끌고 있다
p04_u81,p04,whisper-small,taps_lpf4k,0.2791,특히 공급회의 회전율이 98%에 달하면서 지역 경제 선순환을 이끌고 있다.
p04_u81,p04,whisper-small,ce10_lpf4k,0.3953,특히 봉죽회의 회장률이 98%에 달하면서 지역 경제 선선안을 끌고 있다
p04_u81,p04,whisper-small,hyb_tapsLow_ceHigh,0.2791,특히 공급회의 회전율이 98%에 달하면서 지역 경제 선순환을 이끌고 있다.
p04_u81,p04,whisper-small,hyb_ceLow_tapsHigh,0.2791,특히 공주페이 회전율이 98%에 달하면서 지역 경제 선선화를 끌고 있다
