split,utt,spk,asr,cond,hyp
test,p02_u55,p02,whisper-small,ce_only10.0,개항 항공 공개전은 홍국권 구매시 운이 일부를 마일리지로 대신 사용하면 최대 400마일까지 마일리지를 다시 돌려드린다고 설명했다
test,p02_u55,p02,whisper-small,enc5.0,대안항공 관계자는 홍공권 구매시 운이 1부를 마일리지로 대신 사용하며 최대 400마일까지 마일리지를 다시 돌려드린다고 설명했다.
test,p02_u56,p02,whisper-small,no_se,"이번 회사를 통해 택슨 라이피를 이용해 1,500마리 이상 공격을 한 명땐 기메일 택슨을 완료하면 1,000마리를 돌려준다."
test,p02_u56,p02,whisper-small,taps,이번 생산을 통해 캐시앤마이지를 이용해 1500마일 이상 공주해 후 항공권 구매 및 탁승 완료하면 200마일을 돌려준다
test,p02_u56,p02,whisper-small,ce0.0,이번 회사를 통해 캐시앤마이지를 이용해 1500마일 이상 공주해 후 홍공끈 구매 및 탁승 완료하면 200마일을 돌려준다.
test,p02_u56,p02,whisper-small,ce0.1,이번 회사회통의 캐시앤마일즈를 이용해 1500마일 이상 공주해 후 공공끈 구매 및 탁승 완료하면 200마일을 돌려준다
test,p02_u56,p02,whisper-small,ce0.5,이번 유사를 통해 캐시인 마을줄을 이용해 1500마일 이상 공주해서 상공끈 금액 및 탁승 완료하면 200마일을 돌려준다
test,p02_u56,p02,whisper-small,ce1.0,이번 행사를 통해 캐시앤 마을 지를 이용해 1500마일 이상 공주해 후 한근 끈 구매 및 탁중 완료하면 200마일을 돌려준다
test,p02_u56,p02,whisper-small,ce2.0,이번 행사를 통해 캐시앤마일즈를 이용해 1500마일 이상 공주해 후 홍궁궁 구매 및 탁승말류하면 200마일을 돌려준다
test,p02_u56,p02,whisper-small,ce5.0,이번 행사를 통해 캐시앤마일즈를 이용해 1500마일 이상 공주해서 행금 끈 구매 및 탁승 완료하면 200마일을 돌려준다
test,p02_u56,p02,whisper-small,ce10.0,이번 행사를 통해 캐시앤 마일즈를 이용해 1500마일 이상 공주해서 홍금끈 구매 및 탁승 완료하면 200마일을 돌려준다
test,p02_u56,p02,whisper-small,ce_only10.0,이번 행사들 통해 캐시인 마일즈를 이용해 1500마일 이상 공주해 후 행공품 구매 및 탁승 완료하면 200마일을 돌려준다
test,p02_u56,p02,whisper-small,enc5.0,이번 행사대통의 캐시앤마일즈를 이용해 1500마일 이상 공지해서 항공꽁 구매 및 탁승 완료하면 200마일을 돌려준다
test,p02_u57,p02,whisper-small,no_se,대안항공사팀 상상결제에 이용할 경우 혜택은 차량만이까지 늘어난다.
test,p02_u57,p02,whisper-small,taps,개안 항공 카드 감창 결제를 이용할 경우 혜택은 서링마일까지 늘어난다.
test,p02_u57,p02,whisper-small,ce0.0,대안 항공 카드 감창될 젤을 이용할 경우 혜택은 서링라일까지 늘어난다.
test,p02_u57,p02,whisper-small,ce0.1,대안항공 카드 감창 결제를 이용할 경우 혜택을 살인라이까지 늘어난다.
test,p02_u57,p02,whisper-small,ce0.5,개안항공카드 감창 결제를 이용할 경우 혜택은 서링라인까지 늘어난다
test,p02_u57,p02,whisper-small,ce1.0,대안항공카드 감청 결제를 이용할 경우 혜택은 서링라인까지 늘어난다.
test,p02_u57,p02,whisper-small,ce2.0,대안은 공과정 감천 결제를 이용할 경우 혜택은 차량만 해까지 늘어난다
test,p02_u57,p02,whisper-small,ce5.0,대안항공카드 감청 결제를 이용할 경우 혜택은 서령라이까지 늘어난다
test,p02_u57,p02,whisper-small,ce10.0,대안항공파드 감청결제를 이용할 경우 혜택은 서링할까지 늘어난다
test,p02_u57,p02,whisper-small,ce_only10.0,대안은공 카드 감참 결제를 이용할 경우 혜택은 서빙매까지 늘어난다
test,p02_u57,p02,whisper-small,enc5.0,대안 항공 카드 감청 결제를 이용할 경우 혜택은 서링 날까지 늘어난다.
test,p02_u58,p02,whisper-small,no_se,패션 라이즈는 대한민국의 스파이패드 제도 재편의 1암으로 지난해 1월부터 3판 라일리기 패털 제도의 서비스다.
test,p02_u58,p02,whisper-small,taps,캐시앤 말즈는 대항항공이 스카이페스트 제도 개편의 1원으로 지난해 1월부터 도입한 마일리지 복합 결제 서비스다.
test,p02_u58,p02,whisper-small,ce0.0,캐시앤 말즈는 대항항공리 스카이패스 제도 개편의 1원으로 지난해 1월부터 투입한 마일리지 포카 결제 서비스다.
test,p02_u58,p02,whisper-small,ce0.1,캐시앤 말즈는 대항항공이 스카이패스 제도 개편의 1원으로 지난해 1월부터 투입한 마일리지 복학 결제 서비스다.
test,p02_u58,p02,whisper-small,ce0.5,캐시앤 말즈는 대항항공이 스카이 패스트 제도 개편을 1원으로 지난해 1월부터 투입한 마일리기 복학 별제 서비스다.
test,p02_u58,p02,whisper-small,ce1.0,캐시앤 말드는 대항항공위 스카이페스트 제도 재편의 1원으로 지난해 1월부터 도입한 말리지 복합 결제 서비스다.
test,p02_u58,p02,whisper-small,ce2.0,캐시앤마일즈는 대항항공이 스카이패스트 제도 개편의 1원으로 지난해 1월부터 도입한 마일리지 복합 결제 서비스다.
test,p02_u58,p02,whisper-small,ce5.0,캐시앤 말즈는 대왕 항공위 스카이 패스 제도 개편의 1원으로 지난해 1월부터 도입한 마일리지 복합 결제 서비스다
test,p02_u58,p02,whisper-small,ce10.0,캐신 말지는 대항항공위 스카이패스 제도 재편의 1원으로 지난해 1월부터 투입한 마일리지 북합 결제 서비스다
test,p02_u58,p02,whisper-small,ce_only10.0,캐신 말지는 대항 항공위 스카이패드 제도 개편의 이완으로 지난해 1월부터 투입한 마일리지 북학 결제 서비스다
test,p02_u58,p02,whisper-small,enc5.0,캐시앤 말즈는 대항항공이 스카이패스 제도 개편의 1원으로 지난해 1월부터 도입한 마일리지 복학 결제 서비스다.
test,p02_u59,p02,whisper-small,no_se,탄생땐 도멸치 운행인 20% 운행인 3명을 도멸치 원하는 랑쌤 마일리규로 배치할 수 있다.
test,p02_u59,p02,whisper-small,taps,항공권 구매시 운임의 20% 이내의 기능에게 고개지 원하는 만큼 마일리규로 대제할 수 있다.
test,p02_u59,p02,whisper-small,ce0.0,항공권 금액이 운임의 20% 이내의 길에게 도제지 원하는 만큼 마일리주로 설제할 수 있다.
test,p02_u59,p02,whisper-small,ce0.1,항공권 구매시 운임의 20% 이내의 글액을 도객일 원하는 만큼 마일리주로 설치할 수 있다.
test,p02_u59,p02,whisper-small,ce0.5,항공꽁 구매지 우님의 20% 이내의 금액을 보객이 원하는 만큼 마일리주로 결제할 수 있다.
test,p02_u59,p02,whisper-small,ce1.0,항공권 구매지 운임의 20% 이내의 규맥을 고객이 원하는 만큼 마일리즈로 절제할 수 있다.
test,p02_u59,p02,whisper-small,ce2.0,항공권 구매지 운임의 20% 이내의 금액을 고객이 원하는 만큼 마일리주로 살피할 수 있다.
test,p02_u59,p02,whisper-small,ce5.0,항공권 구매시 운임의 20% 이내의 금액을 고객이 원하는 만큼 마일리주로 배제할 수 있다
test,p02_u59,p02,whisper-small,ce10.0,항공권 구매시 운임의 20% 이내의 금액을 도객이 원하는 만큼 마일리즈로 설제할 수 있다
test,p02_u59,p02,whisper-small,ce_only10.0,황궁궁 구매시 운임의 20% 이내의 불향을 고객이 원하는 만켠 마일리주로 결제할 수 있다
test,p02_u59,p02,whisper-small,enc5.0,항공권 구매시 운임의 20% 이내의 금액을 고개지 원하는 만큼 마일리주로 결제할 수 있다.
test,p02_u60,p02,whisper-small,no_se,상의 자석스와 출발의 대안을 받지 않고 500마리부터 사용할 수 있어서 적용하기 위주로도 유용 가능하다.
test,p02_u60,p02,whisper-small,taps,판매 저석수와 출발일의 제안을 받지 않고 500마리부터 사용할 수 있어서 적은 말 리드로도 이용 가능하다
test,p02_u60,p02,whisper-small,ce0.0,텀메 저석스와 출발일의 제안을 받지 않고 500마일부터 사용할 수 있어서 적은 마일리주버도 이용 가능하다.
test,p02_u60,p02,whisper-small,ce0.1,판맹 저석스와 출발일의 제안을 받지 않고 500라이부터 사용할 수 있어서 적은 말리주로도 이용 가능하다
test,p02_u60,p02,whisper-small,ce0.5,판매 저석수와 출발일의 제안을 받지 않고 500라일부터 사용할 수 있어서 적은 말리주로도 유흥 가능하다
test,p02_u60,p02,whisper-small,ce1.0,판맹 저석수와 출발일의 제안을 받지 않고 500라일부터 사용을 할 수 있어서 적은 말리주로도 유용가능하다
test,p02_u60,p02,whisper-small,ce2.0,판맹 져석수와 출바들의 제안을 받지 않고 500마리부터 사용할 수 있어서 적은 말리주로도 이용 가능하다
test,p02_u60,p02,whisper-small,ce5.0,판맹 저석스와 출바디를 제안을 받지 않고 500라일부터 사행을 할 수 있어서 적은 마일리주로도 이용 가능하다
test,p02_u60,p02,whisper-small,ce10.0,판매 저석수와 출발일에 제안을 받지 않고 500라이부터 사용할 수 있어서 적은 말리주로도 이용 가능하다
test,p02_u60,p02,whisper-small,ce_only10.0,판맹 저석수와 출바디를 제안을 받지 않고 오백라일부터 사용을 할 수 있어서 적은 말 리주로도 이윤 가능하다
test,p02_u60,p02,whisper-small,enc5.0,탐맹 저석수와 출발일의 제안을 받지 않고 500라일부터 사용할 수 있어서 적은 말리조로도 이용 가능하다
test,p02_u61,p02,whisper-small,no_se,또한 국내선에서 국제선에 모든 운영까지 가능해 말리기 사용품이 더 넓다.
test,p02_u61,p02,whisper-small,taps,또한 국내촌에서 곡지선의 모든 운인까지 강의해 마일리지 사용 거미가 넓다
test,p02_u61,p02,whisper-small,ce0.0,또한 국내촌에서 곡지선의 모든 운인까지 가능해 마일리지 사용 범위가 넓다
test,p02_u61,p02,whisper-small,ce0.1,또한 종례선에서 곡지선의 모든 운인까지 가능해 마일리지 사용 거미가 넓다
test,p02_u61,p02,whisper-small,ce0.5,또한 국내선에서 국제선의 모든 운인까지 가능해 마일리지 사용 범위가 넓다
test,p02_u61,p02,whisper-small,ce1.0,또한 국내선에서 국제선의 모든 운인까지 가능해 마일리지 사용검이가 넓다
test,p02_u61,p02,whisper-small,ce2.0,또한 국내선에서 국제선의 모든 운일까지 가능해 마일리지 사용 범위가 넓다
test,p02_u61,p02,whisper-small,ce5.0,또한 국내선에서 국제선의 모든 원인까지 가능해 마일리지 사용 범위가 넓다
test,p02_u61,p02,whisper-small,ce10.0,또한 국내선에서 국제선의 모든 운인까지 가능해 마일리지 사용 범위가 넓다
test,p02_u61,p02,whisper-small,ce_only10.0,또한 국내선에서 국제선의 모든 운인까지 가능해 마일리지 사용 더미가 넓다
test,p02_u61,p02,whisper-small,enc5.0,또한 국내선에서 국제선의 모든 운인까지 가능해 마일리지 사용 거미가 넓다
test,p02_u62,p02,whisper-small,no_se,섹시앤마일지를 사용하더라도 항공권 전체 의미에 해당하는 마일이기도 딴다.
test,p02_u62,p02,whisper-small,taps,캐시엔 마일리즈를 사용하더라도 한국권 전체 우밈에 해당하는 마일리지도 쌓인다
test,p02_u62,p02,whisper-small,ce0.0,캐시앤 마일리즈를 사용하다 하도 한국권 전체 우림에 해당하는 마일리지도 쌓인다
test,p02_u62,p02,whisper-small,ce0.1,패시엔 마일리즈를 사용하더라도 항공권 전체 우밈에 해당하는 마일리지도 쌓인다
test,p02_u62,p02,whisper-small,ce0.5,캐쉬인 마일리즈를 사용하더라도 항공권 전체 의미에 해당하는 마일리지도 쌓인다.
test,p02_u62,p02,whisper-small,ce1.0,KCM 마일리를 사용하더라도 항공권 전체 운임에 해당하는 마일리지도 쌓인다
test,p02_u62,p02,whisper-small,ce2.0,캐시인 마일리즈를 사용하더라도 한국권 전체 운임에 해당하는 마일리지도 쌓인다
test,p02_u62,p02,whisper-small,ce5.0,KCM 마일리즈를 사용하더라도 항공권 전체 운임에 해당하는 마일리지도 쌓인다
test,p02_u62,p02,whisper-small,ce10.0,캡신 마일리즈를 사용하더라도 한국권 전체 의미에 해당하는 마일리지도 쌓인다
test,p02_u62,p02,whisper-small,ce_only10.0,캐시인 마일리즈를 사용하더라도 한국권 전체 우림에 해당하는 마일리지도 쌓인다
test,p02_u62,p02,whisper-small,enc5.0,캐시앤마일지를 사용하더라도 항공권 전체 운임에 해당하는 마일리지도 쌓인다
test,p02_u63,p02,whisper-small,no_se,대안이 당기기 전에 향연 지식들이 보다 쉽도 편리하게 말리기를 사용할 수 있도록 관련 서비스를 사용처를 사용할 계획이라고 말했다.
test,p02_u63,p02,whisper-small,taps,개안항공 관계전에 이 항원 구식들이 보다 쉽고 편의하게 마을 리지를 사용할 수 있도록 관련 서비스 및 사용처를 자양화할 계획이라고 말했다.
test,p02_u63,p02,whisper-small,ce0.0,대안항공 관계전에 향후 90들이 보다 쉽고 편리하게 마일리지를 사용할 수 있도록 관련 서비스 및 사용처를 자영화할 계획이라고 말했다.
test,p02_u63,p02,whisper-small,ce0.1,제한항공 관계전에는 향후 극익들이 보다 시급 편리하게 마일리지를 사용할 수 있도록 관련 서비스 및 사용처를 자양화할 계획이라고 말했다.
test,p02_u63,p02,whisper-small,ce0.5,개안항공 관계전에는 향후 90들이 보다 시급 편리하게 마을 리지를 사용할 수 있도록 관련 서비스 및 사용처를 자영화할 계획이라고 말했다.
test,p02_u63,p02,whisper-small,ce1.0,대안항공관계전은 향은 90들이 보다 시급 편리하게 마일리 집을 사용할 수 있도록 관련 서비스 및 사용처를 다양화할 계획이라고 말했다.
test,p02_u63,p02,whisper-small,ce2.0,제한항공 관계자는 향후 90들이 보다 쉽고 편리하게 마일리지를 사용할 수 있도록 관련 서비스 및 사용처를 자영화할 계획이라고 말했다.
test,p02_u63,p02,whisper-small,ce5.0,개안한금 관계자는 향은 90들이 보다 시크 편리하게 말리지를 사용할 수 있도록 관련 서비스미 사용처를 다양화할 계획이라고 말했다
